ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,QTR_ID,MONTH_ID,YEAR_ID,MSRP,PHONE
10204,42,100,17,6182.4,4,12,2003,141,2125557413
10212,29,100,10,4186.73,1,1,2004,141,(91) 555 94 44
10225,32,100,1,4529.28,1,2,2004,141,0897-034555
10240,41,100,3,5628.89,2,4,2004,141,+81 06 6342 5555
10253,26,100,5,3054.48,2,6,2004,141,(171) 555-2282
10266,21,100,6,2526.51,3,7,2004,141,0522-556555
10278,34,100,6,4667.86,3,8,2004,141,7025551838
10287,41,100,4,6499.32,3,8,2004,141,0897-034555
10301,37,100,8,5917.78,4,10,2003,141,+47 2212 1555
10310,37,100,2,6231.91,4,10,2004,141,0221-5554327
10321,41,100,10,5803.14,4,11,2004,141,5085552555
10331,46,100,6,6434.02,4,11,2004,141,2155559857
10342,40,100,2,6454.4,4,11,2004,141,03 9520 4555
10356,43,97.6,8,4196.8,4,12,2004,141,+33 1 46 62 7555
10365,30,87.06,1,2611.8,1,1,2005,141,5085559555
10377,35,100,2,5895.05,1,2,2005,141,90-224 8555
10390,36,93.77,14,3375.72,1,3,2005,141,4155551450
10406,61,100,3,8374.69,2,4,2005,141,31 12 3555
10419,38,100,5,4464.24,2,5,2005,141,6562-9555
10102,39,100,2,4808.31,1,1,2003,102,2125551500
10111,33,99.66,6,3288.78,1,3,2003,102,6505555787
10125,32,100,1,3254.72,2,5,2003,102,03 9520 4555
10139,31,100,7,3184.94,3,7,2003,102,+61 2 9495 8555
10149,50,100,4,5907.5,3,9,2003,102,4155554312
10162,48,91.44,2,4389.12,4,10,2003,102,6505551386
10173,43,100,6,5036.16,4,11,2003,102,035-640555
10182,25,87.33,3,2183.25,4,11,2003,102,4155551450
10193,28,100,7,3106.88,4,11,2003,102,61-9-3844-6555
10205,36,100,2,3735.72,4,12,2003,102,(91) 555 94 44
10215,27,89.38,10,2413.26,1,1,2004,102,3105553722
10227,25,100,3,2953.75,1,3,2004,102,78.32.5555
10244,40,100,7,4684.8,2,4,2004,102,(91) 555 94 44
10256,34,95.55,2,3248.7,2,6,2004,102,31 12 3555
10280,50,100,9,5239.5,3,8,2004,102,011-4988555
10289,38,100,2,4567.98,3,9,2004,102,+47 2267 3215
10304,37,95.55,13,3535.35,4,10,2004,102,30.59.8555
10312,43,89.38,10,3843.34,4,10,2004,102,4155551450
10322,43,86.3,14,3710.9,4,11,2004,102,6035558647
10332,46,95.13,15,4375.98,4,11,2004,102,(171) 555-1555
10346,42,36.11,3,1516.62,4,11,2004,102,7025551838
10356,50,50.18,9,2509,4,12,2004,102,+33 1 46 62 7555
10369,44,100,8,9240.44,1,1,2005,102,6175558555
10380,27,93.16,13,2515.32,1,2,2005,102,(91) 555 94 44
10391,35,100,2,5548.9,1,3,2005,102,02 9936 8555
10422,51,95.55,2,4873.05,2,5,2005,102,2155551555
10102,41,50.14,1,2055.74,1,1,2003,53,2125551500
10111,48,49.06,5,2354.88,1,3,2003,53,6505555787
10126,42,54.99,17,2309.58,2,5,2003,53,(91) 555 22 82
10139,49,43.13,6,2113.37,3,7,2003,53,+61 2 9495 8555
10149,30,58.22,3,1746.6,3,9,2003,53,4155554312
10162,45,51.21,1,2304.45,4,10,2003,53,6505551386
10173,48,44.21,5,2122.08,4,11,2003,53,035-640555
10182,32,54.45,2,1742.4,4,11,2003,53,4155551450
10193,46,53.37,6,2455.02,4,11,2003,53,61-9-3844-6555
10205,48,63.61,1,3053.28,4,12,2003,53,(91) 555 94 44
10215,33,43.13,9,1423.29,1,1,2004,53,3105553722
10227,31,48.52,2,1504.12,1,3,2004,53,78.32.5555
10244,20,58.22,6,1164.4,2,4,2004,53,(91) 555 94 44
10256,29,51.75,1,1500.75,2,6,2004,53,31 12 3555
10280,27,57.68,8,1557.36,3,8,2004,53,011-4988555
10289,24,56.07,1,1345.68,3,9,2004,53,+47 2267 3215
10304,37,48.52,12,1795.24,4,10,2004,53,30.59.8555
10312,25,44.21,9,1105.25,4,10,2004,53,4155551450
10322,41,57.68,5,2364.88,4,11,2004,53,6035558647
10332,27,89.89,16,2427.03,4,11,2004,53,(171) 555-1555
10347,21,58.95,7,1237.95,4,11,2004,53,03 9520 4555
10356,22,72.41,6,1593.02,4,12,2004,53,+33 1 46 62 7555
10369,32,98.63,7,3156.16,1,1,2005,53,6175558555
10381,25,52.83,9,1320.75,1,2,2005,53,6505551386
10391,42,100,3,4998,1,3,2005,53,02 9936 8555
10422,25,51.75,1,1293.75,2,5,2005,53,2155551555
10110,37,100,16,5433.08,1,3,2003,124,(171) 555-1555
10123,26,100,2,3073.72,2,5,2003,124,40.32.2555
10137,44,99.55,2,4380.2,3,7,2003,124,26.47.1555
10148,47,100,9,5848.68,3,9,2003,124,02 9936 8555
10161,43,100,8,6153.73,4,10,2003,124,86 21 3555
10172,42,100,6,4965.24,4,11,2003,124,2035552570
10181,42,100,2,5435.64,4,11,2003,124,+47 2267 3215
10192,29,100,7,4258.36,4,11,2003,124,6035558647
10204,40,100,13,4032,4,12,2003,124,2125557413
10212,38,100,6,4492.36,1,1,2004,124,(91) 555 94 44
10226,38,100,4,4161.38,1,2,2004,124,7605558146
10241,21,100,11,2508.66,2,4,2004,124,88.60.1555
10253,24,100,1,3374.88,2,6,2004,124,(171) 555-2282
10266,36,100,2,5196.6,3,7,2004,124,0522-556555
10278,23,100,2,2604.52,3,8,2004,124,7025551838
10288,20,100,14,2936.8,3,9,2004,124,+65 224 1555
10301,32,100,4,3424.64,4,10,2003,124,+47 2212 1555
10311,29,100,9,2923.2,4,10,2004,124,(91) 555 94 44
10321,44,100,6,4489.76,4,11,2004,124,5085552555
10331,44,100,14,4849.24,4,11,2004,124,2155559857
10343,36,100,4,5848.92,4,11,2004,124,26.47.1555
10367,49,56.3,1,2758.7,1,1,2005,124,6265557265
10378,34,42.64,5,1449.76,1,2,2005,124,(91) 555 94 44
10407,59,100,11,7048.14,2,4,2005,124,4085553659
10419,37,100,1,5202.94,2,5,2005,124,6562-9555
10106,36,100,12,5279.4,1,2,2003,157,035-640555
10119,43,100,3,6916.12,2,4,2003,157,6562-9555
10131,21,100,4,2781.66,2,6,2003,157,2035554407
10143,32,100,7,5248,3,8,2003,157,5085559555
10155,38,100,5,6531.44,4,10,2003,157,90-224 8555
10167,43,100,1,5763.72,4,10,2003,157,0695-34 6555
10178,42,100,4,6490.68,4,11,2003,157,61.77.6555
10186,32,100,1,6004.8,4,11,2003,157,(171) 555-7555
10198,42,100,4,7483.98,4,11,2003,157,+63 2 555 3587
10210,31,100,17,5719.5,1,1,2004,157,+81 06 6342 5555
10222,49,100,4,6954.08,1,2,2004,157,7605558146
10250,45,100,14,8160.3,2,5,2004,157,4085553659
10262,49,100,9,6567.96,2,6,2004,157,(91) 555 94 44
10274,41,100,1,6724,3,7,2004,157,6175558555
10284,45,100,11,5747.85,3,8,2004,157,+47 2212 1555
10296,36,100,7,5676.84,3,9,2004,157,+49 89 61 08 9555
10307,39,100,1,7379.97,4,10,2004,157,2155554695
10316,27,100,9,3704.13,4,11,2004,157,(198) 555-8888
10327,25,100,6,2804.75,4,11,2004,157,31 12 3555
10338,41,100,1,5624.79,4,11,2004,157,(071) 23 67 2555
10351,39,99.52,1,3881.28,4,12,2004,157,(171) 555-0297
10373,28,57.55,4,1611.4,1,1,2005,157,981-443655
10386,25,54.57,7,1364.25,1,3,2005,157,(91) 555 94 44
10398,33,100,11,4215.09,1,3,2005,157,26.47.1555
10400,34,100,1,6433.82,2,4,2005,157,4085553659
10416,24,100,14,4352.16,2,5,2005,157,0522-556555
10100,30,100,3,5151,1,1,2003,170,6035558647
10110,42,100,7,6069,1,3,2003,170,(171) 555-1555
10124,21,100,6,2856,2,5,2003,170,7025551838
10149,34,100,11,5375.4,3,9,2003,170,4155554312
10162,29,100,9,5176.5,4,10,2003,170,6505551386
10173,24,100,13,3508.8,4,11,2003,170,035-640555
10182,44,100,10,7554.8,4,11,2003,170,4155551450
10193,21,100,14,3141.6,4,11,2003,170,61-9-3844-6555
10204,33,100,4,5890.5,4,12,2003,170,2125557413
10214,30,100,7,5967,1,1,2004,170,(91) 555 22 82
10227,26,100,10,3712.8,1,3,2004,170,78.32.5555
10241,41,100,2,7597.3,2,4,2004,170,88.60.1555
10280,26,100,16,3668.6,3,8,2004,170,011-4988555
10288,32,100,5,5875.2,3,9,2004,170,+65 224 1555
10302,43,100,1,7310,4,10,2003,170,(171) 555-2282
10312,48,100,17,8078.4,4,10,2004,170,4155551450
10331,44,74.04,7,3257.76,4,11,2004,170,2155559857
10344,45,100,1,7650,4,11,2004,170,91.24.4555
10367,37,100,3,4703.81,1,1,2005,170,6265557265
10379,39,100,2,5399.55,1,2,2005,170,(91) 555 94 44
10407,76,100,2,14082.8,2,4,2005,170,4085553659
10420,37,100,5,5283.6,2,5,2005,170,+61 2 9495 8555
10108,38,82.39,2,3130.82,1,3,2003,77,+63 2 555 3587
10122,43,72.38,6,3112.34,2,5,2003,77,91.24.4555
10135,48,79.31,3,3806.88,3,7,2003,77,4155551450
10147,26,82.39,3,2142.14,3,9,2003,77,6175558555
10160,38,88.55,4,3364.9,4,10,2003,77,2155554369
10170,20,63.14,2,1262.8,4,11,2003,77,7675-3555
10181,22,73.92,10,1626.24,4,11,2003,77,+47 2267 3215
10192,45,90.86,15,4088.7,4,11,2003,77,6035558647
10203,45,85.47,4,3846.15,4,12,2003,77,(91) 555 94 44
10212,20,66.99,14,1339.8,1,1,2004,77,(91) 555 94 44
10225,47,64.68,5,3039.96,1,2,2004,77,0897-034555
10239,46,73.92,4,3400.32,2,4,2004,77,981-443655
10253,23,83.93,9,1930.39,2,6,2004,77,(171) 555-2282
10266,33,74.69,10,2464.77,3,7,2004,77,0522-556555
10278,29,90.86,10,2634.94,3,8,2004,77,7025551838
10287,44,82.39,8,3625.16,3,8,2004,77,0897-034555
10300,41,92.4,1,3788.4,4,10,2003,77,+49 69 66 90 2555
10310,20,91.63,6,1832.6,4,10,2004,77,0221-5554327
10321,37,78.54,14,2905.98,4,11,2004,77,5085552555
10329,29,100,9,2954.81,4,11,2004,77,2125557818
10342,55,65.45,1,3599.75,4,11,2004,77,03 9520 4555
10363,22,100,7,3686.54,1,1,2005,77,+358 9 8045 555
10377,31,67.76,4,2100.56,1,2,2005,77,90-224 8555
10389,49,79.22,3,3881.78,1,3,2005,77,0695-34 6555
10405,61,73.92,4,4509.12,2,4,2005,77,88.60.1555
10419,39,83.93,9,3273.27,2,5,2005,77,6562-9555
10109,38,100,3,4432.7,1,3,2003,142,2155559857
10122,31,100,1,4100.99,2,5,2003,142,91.24.4555
10136,36,100,1,5274.72,3,7,2003,142,61.77.6555
10148,25,100,12,4232,3,9,2003,142,02 9936 8555
10161,48,100,11,6145.44,4,10,2003,142,86 21 3555
10171,35,100,1,4680.2,4,11,2003,142,(514) 555-8054
10181,21,100,5,3286.08,4,11,2003,142,+47 2267 3215
10192,47,100,10,7421.3,4,11,2003,142,6035558647
10204,38,100,16,6432.64,4,12,2003,142,2125557413
10212,41,100,9,4840.87,1,1,2004,142,(91) 555 94 44
10226,24,100,7,3892.08,1,2,2004,142,7605558146
10240,37,100,2,5526.32,2,4,2004,142,+81 06 6342 5555
10253,33,100,4,4459.62,2,6,2004,142,(171) 555-2282
10266,49,100,5,6203.4,3,7,2004,142,0522-556555
10278,29,100,5,3754.05,3,8,2004,142,7025551838
10287,24,100,3,3516.48,3,8,2004,142,0897-034555
10301,47,100,7,7488.04,4,10,2003,142,+47 2212 1555
10310,24,100,1,3448.08,4,10,2004,142,0221-5554327
10321,25,100,9,3734,4,11,2004,142,5085552555
10331,30,32.47,8,974.1,4,11,2004,142,2155559857
10342,22,100,3,3160.74,4,11,2004,142,03 9520 4555
10356,27,64.69,2,1746.63,4,12,2004,142,+33 1 46 62 7555
10366,34,100,3,4207.84,1,1,2005,142,(071) 23 67 2555
10377,36,100,6,4352.76,1,2,2005,142,90-224 8555
10390,34,43.05,15,1463.7,1,3,2005,142,4155551450
10406,48,100,2,7169.28,2,4,2005,142,31 12 3555
10419,34,100,4,4594.76,2,5,2005,142,6562-9555
10104,24,100,8,3457.92,1,1,2003,163,(91) 555 94 44
10115,46,100,4,7381.16,2,4,2003,163,2125558493
10127,45,100,10,7146.9,2,6,2003,163,2125557413
10141,39,100,4,5938.53,3,8,2003,163,+358 9 8045 555
10151,43,100,2,7110.91,3,9,2003,163,981-443655
10165,29,100,11,5032.95,4,10,2003,163,+65 221 7555
10176,20,100,10,3667.6,4,11,2003,163,0522-556555
10184,46,100,5,7381.16,4,11,2003,163,(95) 555 82 82
10195,27,100,5,5128.11,4,11,2003,163,9145554562
10207,44,100,6,7060.24,4,12,2003,163,6175552555
10219,43,100,1,8448.64,1,2,2004,163,4155554312
10230,49,100,8,7300.51,1,3,2004,163,+49 69 66 90 2555
10246,40,100,4,6549.2,2,5,2004,163,(91) 555 94 44
10259,30,100,3,5697.9,2,6,2004,163,+65 224 1555
10271,50,100,4,9169,3,7,2004,163,4155551450
10282,23,100,13,3238.63,3,8,2004,163,4155551450
10292,26,100,7,4554.94,3,9,2004,163,2125557818
10305,27,100,4,3934.44,4,10,2004,163,6175558555
10314,42,100,13,5776.26,4,10,2004,163,86 21 3555
10324,47,100,8,7207.45,4,11,2004,163,2125551500
10336,49,100,6,7460.74,4,11,2004,163,(1) 42.34.2555
10349,38,100,8,6719.54,4,12,2004,163,2125557413
10358,20,100,10,2428,4,12,2004,163,(91) 555 94 44
10371,25,100,7,2602.25,1,1,2005,163,4155551450
10382,25,88,5,2200,1,2,2005,163,4155551450
10412,41,100,4,6712.93,2,5,2005,163,(91) 555 94 44
10425,28,100,3,5318.04,2,5,2005,163,40.67.8555
10100,50,67.8,2,3390,1,1,2003,60,6035558647
10110,32,50.25,6,1608,1,3,2003,60,(171) 555-1555
10124,42,53.88,5,2262.96,2,5,2003,60,7025551838
10149,24,62.36,10,1496.64,3,9,2003,60,4155554312
10162,27,69.62,8,1879.74,4,10,2003,60,6505551386
10173,26,57.51,12,1495.26,4,11,2003,60,035-640555
10182,38,61.15,9,2323.7,4,11,2003,60,4155551450
10193,42,59.33,13,2491.86,4,11,2003,60,61-9-3844-6555
10204,23,71.44,3,1643.12,4,12,2003,60,2125557413
10214,21,62.96,6,1322.16,1,1,2004,60,(91) 555 22 82
10227,28,50.85,9,1423.8,1,3,2004,60,78.32.5555
10241,33,72.65,1,2397.45,2,4,2004,60,88.60.1555
10280,25,62.96,15,1574,3,8,2004,60,011-4988555
10288,28,61.75,4,1729,3,9,2004,60,+65 224 1555
10303,46,49.04,2,2255.84,4,10,2004,60,(95) 555 82 82
10312,30,61.15,16,1834.5,4,10,2004,60,4155551450
10332,38,84.25,9,3201.5,4,11,2004,60,(171) 555-1555
10344,40,56.91,2,2276.4,4,11,2004,60,91.24.4555
10367,45,100,4,8884.8,1,1,2005,60,6265557265
10379,27,49.3,1,1331.1,1,2,2005,60,(91) 555 94 44
10407,42,72.65,1,3051.3,2,4,2005,60,4085553659
10420,36,63.57,4,2288.52,2,5,2005,60,+61 2 9495 8555
10104,29,100,12,3772.61,1,1,2003,122,(91) 555 94 44
10114,39,100,3,4164.42,2,4,2003,122,(1) 42.34.2555
10127,45,100,14,6295.95,2,6,2003,122,2125557413
10141,47,100,8,6287.66,3,8,2003,122,+358 9 8045 555
10151,49,100,6,5412.54,3,9,2003,122,981-443655
10165,46,100,15,5984.14,4,10,2003,122,+65 221 7555
10175,48,100,4,5891.04,4,11,2003,122,(171) 555-0297
10184,46,100,9,5984.14,4,11,2003,122,(95) 555 82 82
10195,35,100,9,3608.15,4,11,2003,122,9145554562
10207,43,100,10,5752.54,4,12,2003,122,6175552555
10229,26,100,4,3765.32,1,3,2004,122,4155551450
10246,22,98.18,8,2159.96,2,5,2004,122,(91) 555 94 44
10259,34,99.41,7,3379.94,2,6,2004,122,+65 224 1555
10271,50,100,8,5093.5,3,7,2004,122,4155551450
10281,48,100,4,5773.44,3,8,2004,122,2155551555
10292,41,100,11,4528.86,3,9,2004,122,2125557818
10305,36,100,8,4816.08,4,10,2004,122,6175558555
10313,29,100,2,3416.78,4,10,2004,122,(604) 555-3392
10324,33,37.48,10,1236.84,4,11,2004,122,2125551500
10334,46,100,6,5814.86,4,11,2004,122,0921-12 3555
10349,38,100,7,5223.48,4,12,2004,122,2125557413
10358,20,36.42,11,728.4,4,12,2004,122,(91) 555 94 44
10370,22,100,5,3949,1,1,2005,122,02 9936 8555
10383,27,100,11,3843.99,1,2,2005,122,(91) 555 94 44
10412,56,98.18,8,5498.08,2,5,2005,122,(91) 555 94 44
10425,38,99.41,7,3777.58,2,5,2005,122,40.67.8555
10101,25,100,4,3782,1,1,2003,127,+49 69 66 90 2555
10110,33,100,4,3859.68,1,3,2003,127,(171) 555-1555
10124,42,100,3,4431.84,2,5,2003,127,7025551838
10149,33,100,8,4950.33,3,9,2003,127,4155554312
10162,38,100,6,4299.7,4,10,2003,127,6505551386
10173,31,100,10,4492.83,4,11,2003,127,035-640555
10182,20,100,7,2212,4,11,2003,127,4155551450
10193,44,100,11,4642.88,4,11,2003,127,61-9-3844-6555
10204,26,100,1,3206.32,4,12,2003,127,2125557413
10214,27,100,4,3604.23,1,1,2004,127,(91) 555 22 82
10227,46,100,7,7017.76,1,3,2004,127,78.32.5555
10243,47,100,2,6154.18,2,4,2004,127,6175552555
10280,37,100,13,4750.8,3,8,2004,127,011-4988555
10288,31,100,2,3822.92,3,9,2004,127,+65 224 1555
10304,24,100,17,2440.8,4,10,2004,127,30.59.8555
10312,31,100,14,4729.36,4,10,2004,127,4155551450
10322,50,100,6,12536.5,4,11,2004,127,6035558647
10332,35,64.69,8,2264.15,4,11,2004,127,(171) 555-1555
10344,30,100,3,3928.2,4,11,2004,127,91.24.4555
10356,29,100,3,3630.22,4,12,2004,127,+33 1 46 62 7555
10367,27,100,5,4196.07,1,1,2005,127,6265557265
10380,40,100,10,4931.6,1,2,2005,127,(91) 555 94 44
10390,31,98.99,16,3068.69,1,3,2005,127,4155551450
10409,6,100,2,785.64,2,4,2005,127,+65 224 1555
10420,45,100,2,4977,2,5,2005,127,+61 2 9495 8555
10103,22,54.09,2,1189.98,1,1,2003,60,07-98 9555
10114,45,68.67,6,3090.15,2,4,2003,60,(1) 42.34.2555
10126,43,65.02,2,2795.86,2,5,2003,60,(91) 555 22 82
10140,46,61.99,2,2851.54,3,7,2003,60,6505556809
10151,39,69.28,9,2701.92,3,9,2003,60,981-443655
10165,31,71.1,18,2204.1,4,10,2003,60,+65 221 7555
10175,41,69.28,7,2840.48,4,11,2003,60,(171) 555-0297
10184,44,60.16,12,2647.04,4,11,2003,60,(95) 555 82 82
10194,45,70.49,2,3172.05,4,11,2003,60,78.32.5555
10207,37,69.89,13,2585.93,4,12,2003,60,6175552555
10217,35,61.38,2,2148.3,1,2,2004,60,+65 224 1555
10229,28,59.55,7,1667.4,1,3,2004,60,4155551450
10246,30,61.99,11,1859.7,2,5,2004,60,(91) 555 94 44
10259,30,49.22,10,1476.6,2,6,2004,60,+65 224 1555
10271,25,69.28,11,1732,3,7,2004,60,4155551450
10281,29,57.73,7,1674.17,3,8,2004,60,2155551555
10291,26,57.73,2,1500.98,3,9,2004,60,0695-34 6555
10305,41,53.48,11,2192.68,4,10,2004,60,6175558555
10313,34,52.87,5,1797.58,4,10,2004,60,(604) 555-3392
10322,35,61.21,11,2142.35,4,11,2004,60,6035558647
10334,34,61.38,1,2086.92,4,11,2004,60,0921-12 3555
10347,50,100,8,6834.5,4,11,2004,60,03 9520 4555
10357,41,61.99,7,2541.59,4,12,2004,60,4155551450
10370,22,96.86,7,2130.92,1,1,2005,60,02 9936 8555
10381,35,48.62,7,1701.7,1,2,2005,60,6505551386
10391,44,38.5,5,1694,1,3,2005,60,02 9936 8555
10412,47,61.99,11,2913.53,2,5,2005,60,(91) 555 94 44
10425,19,49.22,10,935.18,2,5,2005,60,40.67.8555
10106,34,90.39,2,3073.26,1,2,2003,84,035-640555
10120,29,71.81,8,2082.49,2,4,2003,84,03 9520 4555
10133,49,69.27,3,3394.23,2,6,2003,84,(91) 555 94 44
10145,30,85.32,14,2559.6,3,8,2003,84,6265557265
10168,21,70.96,9,1490.16,4,10,2003,84,6505556809
10210,50,76.88,7,3844,1,1,2004,84,+81 06 6342 5555
10223,47,100,9,4724.91,1,2,2004,84,03 9520 4555
10235,24,76.03,3,1824.72,2,4,2004,84,(604) 555-4555
10250,27,98.84,4,2668.68,2,5,2004,84,4085553659
10263,33,86.17,10,2843.61,2,6,2004,84,2035552570
10275,35,90.39,9,3163.65,3,7,2004,84,40.67.8555
10284,31,71.81,1,2226.11,3,8,2004,84,+47 2212 1555
10297,25,82.79,4,2069.75,3,9,2004,84,+353 1862 1555
10308,27,82.79,7,2235.33,4,10,2004,84,9145554562
10318,31,100,9,3116.43,4,11,2004,84,2155551555
10327,45,100,8,4781.7,4,11,2004,84,31 12 3555
10339,27,100,2,2810.7,4,11,2004,84,+81 3 3584 0555
10353,27,100,1,3515.67,4,12,2004,84,2035554407
10374,42,69.27,2,2909.34,1,2,2005,84,61-7-3844-6555
10386,21,74.77,18,1570.17,1,3,2005,84,(91) 555 94 44
10398,34,76.88,15,2613.92,1,3,2005,84,26.47.1555
10401,42,76.03,3,3193.26,2,4,2005,84,2015559350
10416,15,98.84,4,1482.6,2,5,2005,84,0522-556555
10107,29,70.87,6,2055.23,1,2,2003,60,2125557818
10120,46,58.15,4,2674.9,2,4,2003,60,03 9520 4555
10134,30,61.78,6,1853.4,3,7,2003,60,+33 1 46 62 7555
10145,30,49.67,10,1490.1,3,8,2003,60,6265557265
10159,42,51.48,18,2162.16,4,10,2003,60,6505551386
10168,46,61.18,5,2814.28,4,10,2003,60,6505556809
10180,25,64.2,13,1605,4,11,2003,60,20.16.1555
10188,32,65.42,5,2093.44,4,11,2003,60,+47 2267 3215
10201,30,64.81,6,1944.3,4,12,2003,60,6505555787
10210,40,49.67,3,1986.8,1,1,2004,60,+81 06 6342 5555
10223,28,60.57,5,1695.96,1,2,2004,60,03 9520 4555
10236,23,55.72,2,1281.56,2,4,2004,60,2155559857
10251,29,61.18,6,1774.22,2,5,2004,60,2015559350
10263,34,58.75,6,1997.5,2,6,2004,60,2035552570
10275,37,63.6,5,2353.2,3,7,2004,60,40.67.8555
10285,20,49.06,10,981.2,3,8,2004,60,6175558555
10298,32,48.46,2,1550.72,3,9,2004,60,40.32.2555
10308,34,52.09,3,1771.06,4,10,2004,60,9145554562
10318,42,52.7,5,2213.4,4,11,2004,60,2155551555
10329,38,100,12,5266.04,4,11,2004,60,2125557818
10339,30,62.16,1,1864.8,4,11,2004,60,+81 3 3584 0555
10362,23,49.67,3,1142.41,1,1,2005,60,6505556809
10374,22,53.3,4,1172.6,1,2,2005,60,61-7-3844-6555
10389,39,100,5,6981,1,3,2005,60,0695-34 6555
10402,55,55.72,2,3064.6,2,4,2005,60,(1) 47.55.6555
10417,36,61.18,6,2202.48,2,5,2005,60,(91) 555 94 44
10101,26,100,1,3773.38,1,1,2003,168,+49 69 66 90 2555
10110,31,100,1,5074.39,1,3,2003,168,(171) 555-1555
10125,34,100,2,6483.46,2,5,2003,168,03 9520 4555
10139,41,100,8,7956.46,3,7,2003,168,+61 2 9495 8555
10149,23,100,5,4230.62,3,9,2003,168,4155554312
10162,48,100,3,7209.12,4,10,2003,168,6505551386
10173,22,100,7,3452.68,4,11,2003,168,035-640555
10182,21,100,4,3047.73,4,11,2003,168,4155551450
10193,22,100,8,3675.32,4,11,2003,168,61-9-3844-6555
10205,40,100,3,7492.4,4,12,2003,168,(91) 555 94 44
10214,50,100,1,9534.5,1,1,2004,168,(91) 555 22 82
10227,29,100,4,5579.02,1,3,2004,168,78.32.5555
10244,43,100,8,5950.34,2,4,2004,168,(91) 555 94 44
10255,24,100,1,3726,2,6,2004,168,88.60.1555
10280,22,100,10,4455,3,8,2004,168,011-4988555
10289,43,100,3,8272.34,3,9,2004,168,+47 2267 3215
10304,20,100,14,3577.6,4,10,2004,168,30.59.8555
10312,25,100,11,3881.25,4,10,2004,168,4155551450
10322,36,100,2,5797.44,4,11,2004,168,6035558647
10332,24,52.67,1,1264.08,4,11,2004,168,(171) 555-1555
10347,21,100,6,4815.3,4,11,2004,168,03 9520 4555
10356,30,100,1,4462.2,4,12,2004,168,+33 1 46 62 7555
10367,32,94.79,7,3033.28,1,1,2005,168,6265557265
10380,21,47.18,8,990.78,1,2,2005,168,(91) 555 94 44
10390,26,78.11,7,2030.86,1,3,2005,168,4155551450
10421,35,100,1,5433.75,2,5,2005,168,4155551450
10109,26,100,1,3157.44,1,3,2003,132,2155559857
10123,46,100,3,5161.2,2,5,2003,132,40.32.2555
10137,37,100,3,4346.76,3,7,2003,132,26.47.1555
10148,27,100,10,3528.36,3,9,2003,132,02 9936 8555
10161,23,100,9,3187.8,4,10,2003,132,86 21 3555
10172,39,100,7,6023.16,4,11,2003,132,2035552570
10181,27,100,3,3884.76,4,11,2003,132,+47 2267 3215
10192,38,100,8,4965.84,4,11,2003,132,6035558647
10204,27,100,14,4169.88,4,12,2003,132,2125557413
10212,40,100,7,4910.4,1,1,2004,132,(91) 555 94 44
10226,24,100,5,3231.36,1,2,2004,132,7605558146
10241,44,100,12,6853.44,2,4,2004,132,88.60.1555
10253,37,100,2,5177.04,2,6,2004,132,(171) 555-2282
10266,20,100,3,2824.8,3,7,2004,132,0522-556555
10278,39,100,3,4324.32,3,8,2004,132,7025551838
10287,44,100,1,5052.96,3,8,2004,132,0897-034555
10301,22,100,5,3223.44,4,10,2003,132,+47 2212 1555
10311,43,100,10,5278.68,4,10,2004,132,(91) 555 94 44
10321,27,100,7,2851.2,4,11,2004,132,5085552555
10331,26,64.9,10,1687.4,4,11,2004,132,2155559857
10343,25,52.32,3,1308,4,11,2004,132,26.47.1555
10366,49,100,2,6144.6,1,1,2005,132,(071) 23 67 2555
10379,29,100,5,5127.2,1,2,2005,132,(91) 555 94 44
10407,41,100,12,6386.16,2,4,2005,132,4085553659
10419,55,100,2,7695.6,2,5,2005,132,6562-9555
10103,27,83.07,12,2242.89,1,1,2003,101,07-98 9555
10112,23,100,2,2539.89,1,3,2003,101,0921-12 3555
10126,31,90.17,12,2795.27,2,5,2003,101,(91) 555 22 82
10139,46,100,1,5545.76,3,7,2003,101,+61 2 9495 8555
10150,47,91.18,9,4285.46,3,9,2003,101,+65 221 7555
10163,31,100,2,3329.09,4,10,2003,101,2125558493
10174,46,100,5,5592.22,4,11,2003,101,61-7-3844-6555
10183,37,89.15,9,3298.55,4,11,2003,101,2155554695
10193,28,93.21,1,2609.88,4,11,2003,101,61-9-3844-6555
10206,37,90.17,7,3336.29,4,12,2003,101,(604) 555-3392
10215,49,100,4,5510.05,1,1,2004,101,3105553722
10228,24,100,3,2504.4,1,3,2004,101,6175555555
10244,30,100,1,3525.6,2,4,2004,101,(91) 555 94 44
10257,50,88.14,1,4407,2,6,2004,101,4085553659
10270,31,96.24,10,2983.44,3,7,2004,101,+61 2 9495 8555
10280,46,100,3,5126.24,3,8,2004,101,011-4988555
10291,47,100,12,5713.79,3,9,2004,101,0695-34 6555
10304,46,100,7,4613.8,4,10,2004,101,30.59.8555
10312,37,100,4,3711.1,4,10,2004,101,4155551450
10322,33,100,12,3524.73,4,11,2004,101,6035558647
10333,31,90.17,5,2795.27,4,11,2004,101,6505555787
10347,48,100,9,4814.4,4,11,2004,101,03 9520 4555
10357,41,87.13,6,3572.33,4,12,2004,101,4155551450
10369,42,100,1,4581.36,1,1,2005,101,6175558555
10381,41,100,8,4319.76,1,2,2005,101,6505551386
10391,32,45.25,6,1448,1,3,2005,101,02 9936 8555
